# Метеостанция Роттердам / Зестинховен (аэропорт), Нидерланды, WMO_ID=6344, выборка с 19.02.2019 по 19.03.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=6344&lang=ru
#
"Местное время в Роттердаме / Зестинховене (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.02.2019 23:00";"7.4";"767.9";"767.5";"0.0";"81";"Ветер, дующий с юго-юго-запада";"5";"7";"7";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"25.0";"4.4";"Осадков нет";"1";"";"";"";"";
"20.02.2019 22:00";"6.8";"767.9";"767.5";"0.3";"80";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"28.0";"3.6";"Осадков нет";"1";"";"";"";"";
"20.02.2019 21:00";"7.1";"767.9";"767.4";"0.7";"78";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"24.0";"3.5";"Осадков нет";"1";"";"";"";"";
"20.02.2019 20:00";"7.7";"767.9";"767.4";"0.7";"77";"Ветер, дующий с юго-юго-запада";"4";"8";"8";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"24.0";"3.8";"";"";"";"";"";"";
"20.02.2019 19:00";"7.8";"767.6";"767.1";"0.4";"77";"Ветер, дующий с юго-юго-запада";"3";"4";"11";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"11.4";"";"";"2500 или более, или облаков нет.";"";"";"30.0";"4.0";"Осадков нет";"12";"";"";"";"";
"20.02.2019 18:00";"9.2";"767.2";"766.7";"0.1";"69";"Ветер, дующий с юго-запада";"4";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"";"";"40.0";"3.7";"Осадков нет";"1";"";"";"";"";
"20.02.2019 17:00";"10.5";"767.2";"766.9";"0.1";"61";"Ветер, дующий с юго-запада";"6";"";"";"10%  или менее, но не 0";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"35.0";"3.2";"Осадков нет";"1";"";"";"";"";
"20.02.2019 16:00";"10.9";"767.2";"766.8";"0.0";"61";"Ветер, дующий с западо-юго-запада";"7";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2000-2500";"";"";"26.0";"3.5";"Осадков нет";"1";"";"";"";"";
"20.02.2019 15:00";"11.2";"767.1";"766.6";"0.1";"64";"Ветер, дующий с юго-запада";"8";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"30.0";"4.6";"Осадков нет";"1";"";"";"";"";
"20.02.2019 14:00";"11.1";"767.1";"766.6";"0.2";"68";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"";"";"23.0";"5.4";"Осадков нет";"1";"";"";"";"";
"20.02.2019 13:00";"10.1";"767.2";"766.6";"0.4";"70";"Ветер, дующий с юго-запада";"7";"9";"10";"100%.";"Состояние неба в общем не изменилось. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"";"";"";"2000-2500";"";"";"23.0";"4.8";"Осадков нет";"6";"";"";"";"";
"20.02.2019 12:00";"9.7";"767.0";"766.6";"0.6";"69";"Ветер, дующий с юго-запада";"7";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"30.0";"4.3";"Осадков нет";"1";"";"";"";"";
"20.02.2019 11:00";"8.6";"766.9";"766.3";"1.0";"77";"Ветер, дующий с юго-юго-запада";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"16.0";"4.8";"Осадков нет";"1";"";"";"";"";
"20.02.2019 10:00";"7.1";"766.8";"766.3";"1.0";"83";"Ветер, дующий с юга";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"17.0";"4.3";"Осадков нет";"1";"";"";"";"";
"20.02.2019 09:00";"6.2";"766.4";"766.0";"0.7";"85";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"5.0";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"17.0";"3.9";"Осадков нет";"1";"";"";"";"";
"20.02.2019 08:00";"5.8";"765.9";"765.5";"0.4";"87";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2000-2500";"";"";"21.0";"3.7";"Осадков нет";"1";"";"";"";"";
"20.02.2019 07:00";"5.4";"765.8";"765.3";"0.3";"88";"Ветер, дующий с юго-юго-запада";"3";"4";"7";"100%.";"Состояние неба в общем не изменилось. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"5.0";"";"";"";"2500 или более, или облаков нет.";"";"";"22.0";"3.5";"Осадков нет";"12";"";"";"";"";
"20.02.2019 06:00";"5.4";"765.7";"765.2";"0.0";"88";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"18.0";"3.5";"Осадков нет";"1";"";"";"";"";
"20.02.2019 05:00";"5.5";"765.5";"765.1";"-0.3";"88";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"16.0";"3.6";"Осадков нет";"1";"";"";"";"";
"20.02.2019 04:00";"5.3";"765.5";"765.1";"-0.3";"91";"Ветер, дующий с юго-запада";"3";"5";"7";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"14.0";"3.9";"Осадков нет";"1";"";"";"";"";
"20.02.2019 03:00";"6.2";"765.7";"765.2";"0.0";"89";"Ветер, дующий с юго-запада";"4";"5";"6";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"15.0";"4.5";"Осадков нет";"1";"";"";"";"";
"20.02.2019 02:00";"6.5";"765.8";"765.4";"0.1";"88";"Ветер, дующий с юго-запада";"4";"5";"7";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"17.0";"4.6";"Осадков нет";"1";"";"";"";"";
"20.02.2019 01:00";"6.7";"765.8";"765.3";"0.2";"87";"Ветер, дующий с юго-запада";"5";"7";"9";"100%.";"Состояние неба в общем не изменилось. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"";"";"";"2500 или более, или облаков нет.";"";"";"17.0";"4.6";"Осадков нет";"6";"";"";"";"";
"20.02.2019 00:00";"6.2";"765.7";"765.3";"0.1";"88";"Ветер, дующий с западо-юго-запада";"4";"6";"7";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"19.0";"4.3";"Осадков нет";"1";"";"";"";"";
"19.02.2019 23:00";"6.2";"765.7";"765.3";"0.2";"85";"Ветер, дующий с юго-запада";"5";"7";"8";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"21.0";"3.9";"Осадков нет";"1";"";"";"";"";
"19.02.2019 22:00";"6.5";"765.6";"765.1";"0.2";"85";"Ветер, дующий с юго-запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"20.0";"4.2";"Осадков нет";"1";"";"";"";"";
"19.02.2019 21:00";"7.2";"765.6";"765.1";"0.4";"84";"Ветер, дующий с западо-юго-запада";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"50%.";"2500 или более, или облаков нет.";"";"";"22.0";"4.7";"Осадков нет";"1";"";"";"";"";
"19.02.2019 20:00";"7.1";"765.5";"765.1";"0.4";"88";"Ветер, дующий с западо-юго-запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"18.0";"5.3";"Осадков нет";"1";"";"";"";"";
"19.02.2019 19:00";"7.1";"765.4";"764.9";"0.3";"84";"Ветер, дующий с западо-юго-запада";"5";"6";"";"100%.";"Состояние неба в общем не изменилось. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"10.2";"";"";"2500 или более, или облаков нет.";"";"";"21.0";"4.6";"Осадков нет";"12";"";"";"";"";
"19.02.2019 18:00";"7.5";"765.2";"764.8";"0.4";"79";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"21.0";"4.1";"Осадков нет";"1";"";"";"";"";
"19.02.2019 17:00";"7.9";"765.1";"764.8";"0.3";"80";"Ветер, дующий с западо-юго-запада";"6";"";"";"100%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"19.0";"4.7";"Осадков нет";"1";"";"";"";"";
"19.02.2019 16:00";"8.6";"765.1";"764.7";"0.5";"77";"Ветер, дующий с запада";"7";"";"";"60%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"21.0";"4.7";"Осадков нет";"1";"";"";"";"";
"19.02.2019 15:00";"9.6";"764.8";"764.4";"0.2";"73";"Ветер, дующий с западо-юго-запада";"7";"";"";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"27.0";"4.9";"Осадков нет";"1";"";"";"";"";
"19.02.2019 14:00";"9.8";"764.8";"764.3";"0.6";"74";"Ветер, дующий с западо-юго-запада";"8";"";"";"100%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"100%.";"1000-1500";"";"";"23.0";"5.4";"Осадков нет";"1";"";"";"";"";
"19.02.2019 13:00";"9.4";"764.6";"764.2";"0.7";"77";"Ветер, дующий с западо-юго-запада";"8";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"90  или более, но не 100%";"1000-1500";"";"";"20.0";"5.6";"Осадков нет";"6";"";"";"";"";
"19.02.2019 12:00";"9.3";"764.6";"764.2";"1.0";"79";"Ветер, дующий с западо-юго-запада";"7";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"70 – 80%.";"1000-1500";"";"";"23.0";"5.8";"Осадков нет";"1";"";"";"";"";
"19.02.2019 11:00";"8.3";"764.2";"763.9";"1.1";"83";"Ветер, дующий с западо-юго-запада";"8";"";"";"40%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"40%.";"300-600";"";"";"20.0";"5.6";"Осадков нет";"1";"";"";"";"";
"19.02.2019 10:00";"7.1";"763.9";"763.5";"1.2";"88";"Ветер, дующий с западо-юго-запада";"7";"";"";"20–30%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"20–30%.";"300-600";"";"";"17.0";"5.2";"Осадков нет";"1";"";"";"";"";
"19.02.2019 09:00";"6.3";"763.6";"763.1";"1.1";"93";"Ветер, дующий с юго-запада";"5";"";"";"10%  или менее, но не 0";"Состояние неба в общем не изменилось. ";"";"";"4.7";"";"";"10%  или менее, но не 0";"300-600";"";"";"12.0";"5.3";"Осадков нет";"1";"";"";"";"";
"19.02.2019 08:00";"5.6";"763.1";"762.7";"0.7";"93";"Ветер, дующий с юго-запада";"5";"";"";"10%  или менее, но не 0";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"10%  или менее, но не 0";"300-600";"";"";"14.0";"4.6";"Осадков нет";"1";"";"";"";"";
"19.02.2019 07:00";"5.8";"762.7";"762.2";"0.5";"89";"Ветер, дующий с западо-юго-запада";"6";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"4.7";"";"";"";"";"";"";"22.0";"4.1";"0.1";"12";"";"";"";"";
